data,temp_min,temp_max,temp_media,precipitacao
1970-06-09 00:00:00, 21.2, 32.8, 26.62, 0.0
1970-06-10 00:00:00, 21.0, 32.8, 26.74, 0.0
1970-06-11 00:00:00, 21.1, 32.8, 26.56, 0.0
1970-06-12 00:00:00, 21.4, 32.6, 26.96, 0.0
1970-06-13 00:00:00, 21.6, 33.2, 27.12, 0.0
1970-06-14 00:00:00, 22.7, 33.2, 27.1, 0.0
1970-06-15 00:00:00, 23.4, 33.1, 27.52, 0.0
1970-06-16 00:00:00, 22.2, 35.0, 27.84, 0.6
1970-06-17 00:00:00, 21.2, 34.1, 26.56, 0.0
1970-06-18 00:00:00, 22.7, 32.8, 26.52, 0.0
1970-06-19 00:00:00, 18.6, 32.5, 26.16, 0.8
1970-06-20 00:00:00, 22.1, 33.6, 27.28, 0.0
1970-06-21 00:00:00, 20.6, 32.8, 27.6, 0.0
1970-06-22 00:00:00, 23.2, 31.9, 26.94, 0.0
1970-06-23 00:00:00, 22.5, 33.4, 26.38, 0.0
1970-06-24 00:00:00, 23.0, 32.3, 27.34, 0.0
1970-06-25 00:00:00, 20.2, 33.7, 26.14, 0.0
1970-06-26 00:00:00, 21.0, 33.6, 26.72, 0.0
1970-06-27 00:00:00, 18.6, 32.3, 25.94, 0.0
1970-06-28 00:00:00, 22.2, 34.0, 27.18, 0.0
1970-06-29 00:00:00, 20.6, 34.0, 26.14, 0.0
1970-06-30 00:00:00, 19.1, 34.2, 26.74, 0.0
1970-07-01 00:00:00, 19.1, 33.4, 26.02, 0.0
1970-07-02 00:00:00, 23.0, 34.5, 27.68, 0.0
1970-07-03 00:00:00, 22.3, 33.9, 26.86, 0.0
1970-07-04 00:00:00, 21.2, 33.9, 26.5, 0.0
1970-07-05 00:00:00, 19.0, 32.2, 25.68, 0.0
1970-07-06 00:00:00, 21.6, 32.2, 26.56, 0.0
1970-07-07 00:00:00, 20.0, 34.0, 27.38, 0.0
1970-07-08 00:00:00, 21.4, 37.1, 27.78, 0.0
1970-07-09 00:00:00, 21.5, 35.0, 26.56, 0.0
1970-07-10 00:00:00, 21.7, 34.6, 27.2, 0.0
1970-07-11 00:00:00, 19.5, 34.3, 26.54, 0.0
1970-07-12 00:00:00, 20.1, 34.3, 26.88, 0.0
1970-07-13 00:00:00, 20.1, 34.0, 25.46, 0.0
1970-07-14 00:00:00, 18.8, 34.9, 26.08, 0.0
1970-07-15 00:00:00, 18.8, 34.6, 25.72, 0.0
1970-07-16 00:00:00, 19.1, 33.9, 27.0, 0.0
1970-07-17 00:00:00, 21.5, 32.9, 28.28, 0.0
1970-07-18 00:00:00, 22.4, 32.1, 25.96, 0.0
1970-07-19 00:00:00, 23.6, 33.5, 27.46, 0.0
1970-07-20 00:00:00, 20.6, 34.0, 25.22, 1.0
1970-07-21 00:00:00, 21.9, 34.2, 27.12, 5.2
1970-07-22 00:00:00, 20.4, 30.8, 25.0, 4.3
1970-07-23 00:00:00, 20.2, 33.6, 25.26, 0.0
1970-07-24 00:00:00, 18.5, 34.6, 26.6, 0.0
1970-07-25 00:00:00, 22.2, 31.1, 26.9, 0.0
1970-07-26 00:00:00, 19.8, 31.0, 25.34, 0.0
1970-07-27 00:00:00, 20.2, 33.4, 26.38, 4.7
1970-07-28 00:00:00, 20.2, 33.3, 26.92, 0.0
1970-07-29 00:00:00, 22.0, 34.4, 27.74, 0.0
1970-07-30 00:00:00, 23.0, 33.9, 27.02, 0.0
1970-07-31 00:00:00, 21.6, 33.6, 26.98, 0.0
1970-08-01 00:00:00, 21.4, 33.2, 26.46, 0.0
1970-08-02 00:00:00, 20.6, 33.5, 26.36, 0.0
1970-08-03 00:00:00, 20.7, 33.3, 26.46, 0.0
1970-08-04 00:00:00, 22.1, 30.6, 25.84, 0.0
1970-08-05 00:00:00, 23.0, 33.3, 26.84, 0.0
1970-08-06 00:00:00, 23.5, 33.0, 27.0, 0.0
1970-08-07 00:00:00, 22.5, 33.2, 27.6, 0.0
1970-08-08 00:00:00, 20.6, 35.0, 27.06, 0.0
1970-08-09 00:00:00, 19.9, 34.4, 27.08, 0.0
1970-08-10 00:00:00, 21.9, 33.4, 27.18, 0.0
1970-08-11 00:00:00, 23.6, 33.3, 27.32, 0.0
1970-08-12 00:00:00, 21.7, 33.9, 27.18, 0.0
1970-08-13 00:00:00, 20.2, 33.5, 27.26, 0.0
1970-08-14 00:00:00, 21.6, 33.4, 27.32, 0.0
1970-08-15 00:00:00, 22.6, 32.2, 26.44, 0.0
1970-08-16 00:00:00, 22.0, 33.6, 27.3, 0.0
1970-08-17 00:00:00, 19.3, 34.3, 26.96, 0.0
1970-08-18 00:00:00, 21.9, 34.2, 26.64, 0.0
1970-08-19 00:00:00, 21.2, 34.3, 27.28, 0.0
1970-08-20 00:00:00, 21.4, 35.0, 27.3, 0.0
1970-08-21 00:00:00, 20.8, 34.6, 27.2, 0.0
1970-08-22 00:00:00, 20.3, 34.8, 27.3, 0.0
1970-08-23 00:00:00, 20.2, 34.5, 27.12, 0.0
1970-08-24 00:00:00, 23.6, 32.8, 27.26, 0.0
1970-08-25 00:00:00, 22.2, 33.6, 27.04, 0.0
1970-08-26 00:00:00, 21.6, 34.8, 27.3, 0.0
1970-08-27 00:00:00, 20.9, 34.2, 27.28, 0.0
1970-08-28 00:00:00, 19.6, 32.2, 26.54, 0.0
1970-08-29 00:00:00, 22.6, 32.0, 26.84, 0.0
1970-08-30 00:00:00, 21.0, 34.0, 26.96, 0.0
